robustness_category,difficulty,object_specie_pair,num_questions,question,average_technical_accuracy,average_comprehensiveness,average_relevance,average_style_and_clarity,average_overall_score
standalone,general,leather-poke,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.6,4.4,5.0,4.6,4.4
standalone,general,leather-poke,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",4.4,4.0,5.0,5.0,4.2
standalone,general,metal_nut-bent,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.0,2.8,4.4,4.6,3.0
standalone,general,metal_nut-bent,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.4,3.4,5.0,4.0,3.4
standalone,general,metal_nut-bent,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.2,3.6,4.6,5.0,3.2
standalone,general,metal_nut-color,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.4,1.4,2.4,4.6,1.4
standalone,general,metal_nut-color,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.6,3.2,4.4,4.2,3.4
standalone,general,metal_nut-color,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.8,2.6,4.0,4.8,2.8
standalone,general,metal_nut-flip,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,2.2,4.2,1.4
standalone,general,metal_nut-flip,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.0,1.0,2.4,5.0,1.4
standalone,general,metal_nut-flip,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.0,1.0,2.4,4.6,1.2
standalone,general,metal_nut-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.6,3.8,4.6,5.0,3.4
standalone,general,metal_nut-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.6,1.6,3.0,4.6,2.0
standalone,general,metal_nut-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.8,1.6,2.8,4.4,1.8
standalone,general,metal_nut-scratch,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,2.4,4.4,1.2
standalone,general,metal_nut-scratch,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.2,3.6,4.8,2.6
standalone,general,metal_nut-scratch,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.2,3.0,4.4,5.0,3.2
standalone,domain,pcb1-bad,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.4,1.4,2.2,4.8,1.4
standalone,domain,pcb1-bad,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.8,1.6,3.2,4.8,1.6
standalone,domain,pcb1-bad,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.0,2.8,4.4,4.8,2.8
standalone,domain,pcb1-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.4,4.4,5.0,5.0,4.2
standalone,domain,pcb1-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",5.0,4.4,5.0,5.0,4.4
standalone,domain,pcb1-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",5.0,3.8,5.0,5.0,4.2
standalone,domain,pcb2-bad,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.6,1.8,2.2,4.8,1.8
standalone,domain,pcb2-bad,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.0,2.8,5.0,2.2
standalone,domain,pcb2-bad,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.8,1.6,2.2,5.0,1.6
standalone,domain,pcb2-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.8,3.6,4.6,5.0,3.4
standalone,domain,pcb2-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.8,4.0,5.0,5.0,4.0
standalone,domain,pcb2-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",5.0,4.0,5.0,5.0,4.0
standalone,domain,pcb3-bad,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.2,1.6,2.4,4.6,1.4
standalone,domain,pcb3-bad,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.6,1.4,2.8,5.0,1.6
standalone,domain,pcb3-bad,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.6,2.6,3.2,5.0,2.6
standalone,domain,pcb3-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.4,4.0,4.8,5.0,4.0
standalone,domain,pcb3-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.8,4.0,5.0,5.0,4.0
standalone,domain,pcb3-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",5.0,4.0,5.0,5.0,4.0
standalone,general,pill-color,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.6,1.4,2.4,5.0,1.6
standalone,general,pill-color,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.0,4.0,4.8,4.6,4.0
standalone,general,pill-color,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.4,2.2,4.2,5.0,2.4
standalone,general,pill-combined,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.2,2.6,3.8,4.6,2.6
standalone,general,pill-combined,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.8,3.2,5.0,5.0,3.6
standalone,general,pill-combined,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.6,3.2,4.6,4.8,3.4
standalone,general,pill-crack,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.2,2.0,2.6,5.0,2.0
standalone,general,pill-crack,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.6,3.8,4.6,2.6
standalone,general,pill-crack,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.6,3.6,4.6,5.0,3.6
standalone,general,pill-faulty_imprint,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.2,1.6,5.0,1.2
standalone,general,pill-faulty_imprint,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.6,3.6,5.0,2.6
standalone,general,pill-faulty_imprint,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.8,2.6,3.6,5.0,2.4
standalone,general,pill-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.6,4.0,4.6,5.0,3.4
standalone,general,pill-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.0,1.0,2.0,4.6,1.0
standalone,general,pill-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.0,1.0,2.0,5.0,1.0
standalone,general,screw-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.2,4.0,5.0,5.0,4.0
standalone,general,screw-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.6,2.2,3.0,5.0,2.6
standalone,general,screw-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",5.0,4.2,5.0,5.0,4.8
standalone,general,screw-manipulated_front,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.8,2.4,3.0,4.6,1.8
standalone,general,screw-manipulated_front,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.0,3.6,4.4,5.0,3.6
standalone,general,screw-manipulated_front,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",5.0,4.0,5.0,5.0,4.0
standalone,general,screw-scratch_head,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.4,1.4,2.0,5.0,1.4
standalone,general,screw-scratch_head,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.4,3.0,5.0,2.4
standalone,general,screw-scratch_head,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.4,2.2,3.4,5.0,2.4
standalone,general,screw-thread_side,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.8,1.8,2.6,5.0,1.8
standalone,general,screw-thread_side,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.2,1.2,2.8,4.8,1.6
standalone,general,screw-thread_side,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.8,1.6,3.6,5.0,2.0
standalone,general,tile-crack,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.6,3.8,5.0,4.8,4.0
standalone,general,tile-crack,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.0,3.6,5.0,5.0,4.0
standalone,general,tile-crack,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",4.8,3.6,5.0,5.0,4.0
standalone,general,tile-glue_strip,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,1.8,4.6,1.2
standalone,general,tile-glue_strip,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.0,3.2,4.4,2.4
standalone,general,tile-glue_strip,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.8,2.6,3.6,4.2,2.8
standalone,general,tile-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.6,2.2,2.8,4.4,2.2
standalone,general,tile-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.2,3.4,4.4,5.0,3.4
standalone,general,tile-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",4.8,4.0,5.0,4.4,4.2
standalone,general,tile-gray_stroke,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,1.8,4.8,1.0
standalone,general,tile-gray_stroke,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.0,2.8,3.6,4.8,2.8
standalone,general,tile-gray_stroke,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.0,2.8,3.6,5.0,2.8
standalone,general,tile-oil,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.6,1.6,2.6,4.6,1.6
standalone,general,tile-oil,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.6,2.6,4.0,4.8,2.8
standalone,general,tile-oil,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.2,2.8,4.0,4.6,3.0
standalone,general,toothbrush-defective,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.8,2.4,3.8,4.8,3.2
standalone,general,toothbrush-defective,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.0,2.6,4.0,4.8,2.6
standalone,general,toothbrush-defective,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.4,2.6,3.8,4.6,3.2
standalone,general,toothbrush-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.2,3.6,4.2,5.0,3.6
standalone,general,toothbrush-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.2,3.6,4.4,5.0,3.6
standalone,general,toothbrush-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.8,3.4,4.2,4.8,3.4
standalone,domain,transistor-bent_lead,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.4,3.6,4.6,5.0,3.4
standalone,domain,transistor-bent_lead,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.2,3.6,4.6,5.0,3.4
standalone,domain,transistor-bent_lead,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.0,2.8,4.6,4.8,3.2
standalone,domain,transistor-cut_lead,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.0,2.0,3.4,5.0,2.0
standalone,domain,transistor-cut_lead,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.4,1.4,3.4,4.8,2.0
standalone,domain,transistor-cut_lead,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.4,1.2,3.2,5.0,1.8
standalone,domain,transistor-damaged_case,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.2,3.2,3.8,4.8,3.2
standalone,domain,transistor-damaged_case,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.6,4.0,5.0,2.8
standalone,domain,transistor-damaged_case,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.8,3.8,4.8,5.0,3.8
standalone,domain,transistor-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.2,1.6,5.0,1.0
standalone,domain,transistor-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.0,1.4,2.2,4.8,1.0
standalone,domain,transistor-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.0,1.2,2.2,4.8,1.2
standalone,domain,transistor-misplaced,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.0,2.0,2.8,4.8,2.0
standalone,domain,transistor-misplaced,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.8,1.6,3.0,5.0,1.8
standalone,domain,transistor-misplaced,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",1.6,1.6,2.6,4.6,1.8
standalone,general,wood-color,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.0,1.8,3.4,4.8,2.2
standalone,general,wood-color,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.4,4.4,5.0,5.0,4.2
standalone,general,wood-color,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",4.4,3.6,5.0,4.8,4.2
standalone,general,wood-combined,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.4,2.0,3.8,5.0,2.6
standalone,general,wood-combined,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.8,3.8,4.8,4.8,3.8
standalone,general,wood-combined,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.8,3.2,4.6,4.4,3.6
standalone,general,wood-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.8,4.0,5.0,5.0,4.0
standalone,general,wood-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.6,2.6,3.6,4.8,2.6
standalone,general,wood-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",5.0,4.0,5.0,5.0,4.0
standalone,general,wood-liquid,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.4,1.4,2.8,5.0,1.6
standalone,general,wood-liquid,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.6,3.6,4.6,4.8,3.6
standalone,general,wood-liquid,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",4.0,3.8,4.8,5.0,3.8
standalone,general,wood-scratch,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.4,1.6,3.6,4.8,1.6
standalone,general,wood-scratch,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.6,4.2,5.0,5.0,4.2
standalone,general,wood-scratch,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",4.6,4.0,5.0,4.8,4.4
standalone,general,zipper-broken_teeth,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,2.0,5.0,1.0
standalone,general,zipper-broken_teeth,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.4,3.8,5.0,2.6
standalone,general,zipper-broken_teeth,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",3.6,3.2,4.2,4.4,3.4
standalone,general,zipper-combined,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,2.2,5.0,1.0
standalone,general,zipper-combined,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.2,1.8,3.6,4.8,2.2
standalone,general,zipper-combined,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.4,2.0,3.4,4.8,2.2
standalone,general,zipper-fabric_interior,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.2,2.4,5.0,1.2
standalone,general,zipper-fabric_interior,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,2.4,3.6,4.8,2.8
standalone,general,zipper-fabric_interior,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.6,2.4,3.4,5.0,2.6
standalone,general,zipper-good,5,"Assess whether the product has any major defects. If so, how might the defect affect the object’s normal function or safety?",5.0,5.0,5.0,5.0,5.0
standalone,general,zipper-good,5,"Does the object in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.8,1.6,2.8,5.0,2.2
standalone,general,zipper-good,5,"Evaluate whether the product has any visible defects. If so, what distinguishes the damaged part from the rest of the object?",2.8,3.0,4.0,5.0,3.2
unanswerable,general,bottle-broken_large,5,Confirm that there are no major defects in the object shown.,3.2,2.4,3.4,4.6,2.8
unanswerable,general,bottle-broken_large,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.0,1.8,1.8,3.6,1.8
unanswerable,general,bottle-broken_large,5,Explain the intended function or use of the hammer shown.,1.0,1.0,1.0,5.0,1.0
unanswerable,general,bottle-broken_large,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",1.4,1.4,2.0,4.8,1.4
unanswerable,general,bottle-broken_large,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,4.0,3.2,4.8,4.8,3.8
unanswerable,general,bottle-broken_large,5,What is the diameter of the bottle cap on the left of the image?,1.2,1.0,1.2,4.4,1.2
unanswerable,general,bottle-broken_large,5,What is the voltage rating printed on the device?,2.8,1.6,3.0,4.6,2.4
unanswerable,general,bottle-broken_large,5,What is wrong with the pear in the image?,1.6,1.4,1.8,3.8,1.4
unanswerable,general,bottle-broken_small,5,Confirm that there are no major defects in the object shown.,1.6,1.6,1.8,4.8,1.6
unanswerable,general,bottle-broken_small,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.0,1.8,2.2,3.6,1.8
unanswerable,general,bottle-broken_small,5,Explain the intended function or use of the hammer shown.,1.0,1.0,1.0,4.2,1.0
unanswerable,general,bottle-broken_small,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",1.2,1.2,1.6,4.6,1.4
unanswerable,general,bottle-broken_small,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,3.0,2.2,3.2,5.0,2.6
unanswerable,general,bottle-broken_small,5,What is the diameter of the bottle cap on the left of the image?,1.2,1.0,1.2,4.6,1.2
unanswerable,general,bottle-broken_small,5,What is the voltage rating printed on the device?,2.4,1.4,2.2,4.8,2.0
unanswerable,general,bottle-broken_small,5,What is wrong with the pear in the image?,1.6,1.2,1.6,4.4,1.4
unanswerable,general,bottle-contamination,5,Confirm that there are no major defects in the object shown.,1.8,1.6,2.0,5.0,1.6
unanswerable,general,bottle-contamination,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.4,1.8,1.8,4.6,2.2
unanswerable,general,bottle-contamination,5,Explain the intended function or use of the hammer shown.,1.0,1.0,1.0,4.6,1.0
unanswerable,general,bottle-contamination,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",2.2,2.0,3.4,5.0,2.2
unanswerable,general,bottle-contamination,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,2.4,2.2,2.6,4.4,2.2
unanswerable,general,bottle-contamination,5,What is the diameter of the bottle cap on the left of the image?,1.4,1.2,1.6,4.8,1.4
unanswerable,general,bottle-contamination,5,What is the voltage rating printed on the device?,2.8,1.6,3.0,5.0,2.6
unanswerable,general,bottle-contamination,5,What is wrong with the pear in the image?,1.8,1.2,2.2,4.8,1.6
unanswerable,general,bottle-good,5,Confirm that there are no major defects in the object shown.,4.0,3.4,4.6,5.0,3.8
unanswerable,general,bottle-good,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.0,1.0,1.0,4.4,1.0
unanswerable,general,bottle-good,5,Explain the intended function or use of the hammer shown.,1.0,1.0,1.0,4.6,1.0
unanswerable,general,bottle-good,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",2.0,2.0,3.0,4.6,2.0
unanswerable,general,bottle-good,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,3.4,2.2,3.6,5.0,3.0
unanswerable,general,bottle-good,5,What is the diameter of the bottle cap on the left of the image?,2.0,1.4,2.0,5.0,1.8
unanswerable,general,bottle-good,5,What is the voltage rating printed on the device?,3.6,2.4,4.0,5.0,3.2
unanswerable,general,bottle-good,5,What is wrong with the pear in the image?,2.4,1.8,3.0,4.8,2.2
unanswerable,domain,cable-bent_wire,5,Confirm that there are no major defects in the object shown.,2.2,1.8,2.4,4.6,2.0
unanswerable,domain,cable-bent_wire,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",4.2,2.8,3.8,5.0,3.0
unanswerable,domain,cable-bent_wire,5,Explain the intended function or use of the hammer shown.,2.6,2.2,2.6,4.8,2.4
unanswerable,domain,cable-bent_wire,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",3.8,3.0,4.6,5.0,3.2
unanswerable,domain,cable-bent_wire,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,1.0,1.0,1.0,4.6,1.0
unanswerable,domain,cable-bent_wire,5,What is the diameter of the bottle cap on the left of the image?,1.0,1.0,1.0,4.4,1.0
unanswerable,domain,cable-bent_wire,5,What is the voltage rating printed on the device?,1.4,1.4,1.6,4.4,1.4
unanswerable,domain,cable-bent_wire,5,What is wrong with the pear in the image?,1.2,1.2,1.2,4.6,1.2
unanswerable,domain,cable-cable_swap,5,Confirm that there are no major defects in the object shown.,1.0,1.0,1.0,4.6,1.0
unanswerable,domain,cable-cable_swap,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",1.0,1.0,1.0,4.0,1.0
unanswerable,domain,cable-cable_swap,5,Explain the intended function or use of the hammer shown.,2.6,2.2,2.6,4.8,2.2
unanswerable,domain,cable-cable_swap,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",3.6,1.2,3.8,5.0,2.2
unanswerable,domain,cable-cable_swap,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,1.0,1.0,1.2,4.8,1.0
unanswerable,domain,cable-cable_swap,5,What is the diameter of the bottle cap on the left of the image?,1.6,1.2,1.6,5.0,1.4
unanswerable,domain,cable-cable_swap,5,What is the voltage rating printed on the device?,2.0,1.4,2.2,4.6,1.8
unanswerable,domain,cable-cable_swap,5,What is wrong with the pear in the image?,1.0,1.0,1.0,4.4,1.0
unanswerable,domain,cable-combined,5,Confirm that there are no major defects in the object shown.,1.0,1.0,1.0,4.6,1.0
unanswerable,domain,cable-combined,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",3.6,1.8,2.6,4.8,2.6
unanswerable,domain,cable-combined,5,Explain the intended function or use of the hammer shown.,2.8,2.2,3.0,5.0,2.4
unanswerable,domain,cable-combined,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",3.0,2.0,4.0,5.0,2.4
unanswerable,domain,cable-combined,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,1.4,1.4,2.0,5.0,1.4
unanswerable,domain,cable-combined,5,What is the diameter of the bottle cap on the left of the image?,1.0,1.0,1.0,5.0,1.0
unanswerable,domain,cable-combined,5,What is the voltage rating printed on the device?,2.6,1.6,2.6,5.0,2.0
unanswerable,domain,cable-combined,5,What is wrong with the pear in the image?,1.0,1.0,1.0,4.6,1.0
unanswerable,domain,cable-good,5,Confirm that there are no major defects in the object shown.,5.0,3.8,5.0,5.0,4.0
unanswerable,domain,cable-good,5,"Does the chair in the image have any defects? If so, describe the defect or anomaly and specify its location (e.g., upper-left, center, bottom-right).",2.8,1.6,2.6,4.6,2.0
unanswerable,domain,cable-good,5,Explain the intended function or use of the hammer shown.,2.8,3.2,3.4,4.8,3.0
unanswerable,domain,cable-good,5,"List the main attributes of the cardboard box in the image (e.g., color, physical condition, and material).",2.6,2.0,3.4,4.8,2.2
unanswerable,domain,cable-good,5,Product appears to be normal and defect-free. Please confirm that it meets the normal product quality standards.,4.2,3.0,4.4,4.8,3.6
unanswerable,domain,cable-good,5,What is the diameter of the bottle cap on the left of the image?,1.0,1.0,1.0,4.6,1.0
unanswerable,domain,cable-good,5,What is the voltage rating printed on the device?,2.2,1.4,2.4,4.8,1.8
unanswerable,domain,cable-good,5,What is wrong with the pear in the image?,1.0,1.0,1.0,4.8,1.0
unanswerable,domain,cable-missing_wire,5,Confirm that there are no major defects in the object shown.,1.4,1.2,1.6,4.6,1.4
